fid,lat,lon
1,52.19865776451572,6.819270702540852
2,52.19695309121101,6.819735094760011
3,52.19589010805827,6.8198604076698
4,52.19537602680629,6.81987037452644
5,52.19478341331985,6.822262591227071
6,52.19668198225034,6.823627264472238
7,52.19809446475276,6.823675229976387
8,52.19865776451572,6.819270702540852
