fid,lat,lon
1,52.1947489556767,6.669511169858406
2,52.1947207464705,6.670037942305309
3,52.19384993913709,6.671921026376443
4,52.19367443030384,6.673530601913398
5,52.19390241942695,6.673638297560618
6,52.19436243124781,6.672259902634778
7,52.19689384549433,6.671003418893687
8,52.19604890102859,6.668193443134749
9,52.1947489556767,6.669511169858406
