fid,lat,lon
1,52.21264668286888,6.83170749207749
2,52.21212280211393,6.83058841463104
3,52.21157112980112,6.829702306597031
4,52.21129209305124,6.831873964065885
5,52.21097838530515,6.833455108584459
6,52.21208792615635,6.834594291700038
7,52.21264928403966,6.833873447613017
8,52.21264668286888,6.83170749207749
