fid,lat,lon
1,51.97569036124723,6.690490158864839
2,51.97372073902871,6.690934078370354
3,51.97268514810089,6.690186099021595
4,51.96993418740138,6.688758261803796
5,51.96992397437015,6.693977819641798
6,51.97163013598094,6.693989649949453
7,51.97186917359174,6.694686829926582
8,51.97289267533026,6.69416381807997
9,51.97436780746762,6.693193161801316
10,51.97587482828512,6.692636654025894
11,51.97569036124723,6.690490158864839
