fid,lat,lon
1,52.17287406143902,6.794323559616144
2,52.17469146547991,6.799928561707842
3,52.17629094436426,6.793722122798416
4,52.17661369166677,6.793310370062908
5,52.17521177066284,6.790027079567507
6,52.17287406143902,6.794323559616144
